Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,measure
52475,aurintricarboxylic acid,Noun,"A chemical compound that readily polymerizes in aqueous solution, forming a stable free radical that inhibits protein-nucleic acid interactions.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
55544,averufin,Noun,"A chemical compound produced when averantin is acted upon by two different enzymes, a hydroxylase and an alcohol dehydrogenase.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
57126,azodicarbonyl,Noun,A chemical compound containing an azo group (-N=N-) and two carbonyl functional groups (C=O).," organic chemistry, in combination",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
3379,talopeptin,Noun,"A chemical compound derived from Streptomyces bacteria, closely related to phosphoramidon.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
13344,tetraethylpyromellitate,Noun,"A chemical compound, C18H22O8.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
13460,tetrahydrodipicolinic acid,Noun,A chemical compound that is an intermediate in diaminopimelate metabolism., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
13471,tetrahydroharmine,Noun,The chemical compound C13H16N2O., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
13953,tetrathianaphthacene,Noun,"A chemical compound, C18H8S4.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
15375,thenoyltrifluoroacetone,Noun,A chemical compound used pharmacologically as a chelating agent., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17606,thioamide,Noun,"Any chemical compound, analogous to the amides in which the oxygen atom of the carbonyl group is replaced by sulfur; R-CS-NH2 (and N-derivatives)", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
21432,tiamenidine,Noun,A chemical compound sharing many of the pharmacological properties of clonidine.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
26334,tolimidone,Noun,A chemical compound which inhibits acid secretion in animal models and also acts as a bronchodilator in histamine-challenged animals.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
26435,tolpropamide,Noun,"A chemical compound, C18H23N.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
32647,tramazoline,Noun,A chemical compound used in nasal decongestant preparations.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
37808,triamantane,Noun,"A chemical compound, C18H24.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39095,tridihexethyl,Noun,"A chemical compound whose chloride is used as an anticholinergic, antimuscarinic and antispasmodic drug.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39190,triethylenediamine,Noun,"The chemical compound 1,4-diazabicyclo[2.2.2]octane, used as a catalyst, especially in making polyurethanes.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39352,trifolin,Noun,"A chemical compound, the kaempferol 3-galactoside, found in Camptotheca acuminata, Euphorbia condylocarpa, and Consolida oliveriana.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
40037,trimethylsilylazide,Noun,"A chemical compound, (CH3)3SiN3, used as a reagent in organic chemistry.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
40572,triphenylchlorosilane,Noun,"A chemical compound, C18H15ClSi.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
40590,triphenylsilanamine,Noun,"A chemical compound, C18H17NSi.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
40591,triphenylstibine,Noun,"A chemical compound, Sb(C6H5)3, used as a ligand in coordination chemistry and as a reagent in organic synthesis.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
